route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"784",1522_PO,1522_26006,"Prądnik Czerwony P+R",,1,PO_784-02_7,901425,0,0
"784",1523_PO,1523_49649,"Prądnik Czerwony P+R",,1,PO_784-02_7,902478,0,0
"784",1522_PO,1522_26007,"Orzeszkowej",,0,PO_784-02_8,901424,0,0
"784",1523_PO,1523_49651,"Orzeszkowej",,0,PO_784-02_8,902479,0,0
"784",1522_PO,1522_26008,"Prądnik Czerwony P+R",,1,PO_784-02_9,901425,0,0
"784",1523_PO,1523_49653,"Prądnik Czerwony P+R",,1,PO_784-02_9,902478,0,0
"784",1522_PO,1522_26009,"Orzeszkowej",,0,PO_784-02_10,901424,0,0
"784",1523_PO,1523_49655,"Orzeszkowej",,0,PO_784-02_10,902479,0,0
"784",1522_PO,1522_26010,"Prądnik Czerwony P+R",,1,PO_784-02_11,901425,0,0
"784",1523_PO,1523_49657,"Prądnik Czerwony P+R",,1,PO_784-02_11,902478,0,0
"784",1522_PO,1522_26011,"Orzeszkowej",,0,PO_784-02_12,901424,0,0
"784",1523_PO,1523_49659,"Orzeszkowej",,0,PO_784-02_12,902479,0,0
"784",1522_PO,1522_26012,"Prądnik Czerwony P+R",,1,PO_784-02_13,901425,0,0
"784",1523_PO,1523_49661,"Prądnik Czerwony P+R",,1,PO_784-02_13,902478,0,0
"784",1522_PO,1522_26013,"Orzeszkowej",,0,PO_784-02_14,901424,0,0
"784",1523_PO,1523_49663,"Orzeszkowej",,0,PO_784-02_14,902479,0,0
"784",1522_PO,1522_26014,"Prądnik Czerwony P+R",,1,PO_784-02_15,901425,0,0
"784",1523_PO,1523_49664,"Prądnik Czerwony P+R",,1,PO_784-02_15,902478,0,0
"784",1522_PO,1522_26015,"Orzeszkowej",,0,PO_784-02_16,901424,0,0
"784",1523_PO,1523_49666,"Orzeszkowej",,0,PO_784-02_16,902479,0,0
"784",1522_PO,1522_26016,"Prądnik Czerwony P+R",,1,PO_784-02_17,901425,0,0
"784",1523_PO,1523_49669,"Prądnik Czerwony P+R",,1,PO_784-02_17,902478,0,0
"784",1522_PO,1522_26017,"Orzeszkowej",,0,PO_784-02_18,901424,0,0
"784",1523_PO,1523_49670,"Orzeszkowej",,0,PO_784-02_18,902479,0,0
"784",1522_PO,1522_26018,"Prądnik Czerwony P+R",,1,PO_784-02_19,901425,0,0
"784",1523_PO,1523_49672,"Prądnik Czerwony P+R",,1,PO_784-02_19,902478,0,0
"784",1522_PO,1522_26019,"Orzeszkowej",,0,PO_784-02_20,901424,0,0
"784",1523_PO,1523_49674,"Orzeszkowej",,0,PO_784-02_20,902479,0,0
"784",1522_PO,1522_26020,"Prądnik Czerwony P+R",,1,PO_784-02_21,901425,0,0
"784",1523_PO,1523_49676,"Prądnik Czerwony P+R",,1,PO_784-02_21,902478,0,0
"784",1522_PO,1522_26021,"Orzeszkowej",,0,PO_784-02_22,901424,0,0
"784",1523_PO,1523_49678,"Orzeszkowej",,0,PO_784-02_22,902479,0,0
"784",1522_PO,1522_26022,"Prądnik Czerwony P+R",,1,PO_784-02_23,901425,0,0
"784",1523_PO,1523_49680,"Prądnik Czerwony P+R",,1,PO_784-02_23,902478,0,0
"784",1522_PO,1522_26025,"Orzeszkowej",,0,PO_784-03_2,901424,0,0
"784",1523_PO,1523_49686,"Orzeszkowej",,0,PO_784-03_2,902479,0,0
"784",1522_PO,1522_26026,"Prądnik Czerwony P+R",,1,PO_784-03_3,901425,0,0
"784",1523_PO,1523_49687,"Prądnik Czerwony P+R",,1,PO_784-03_3,902478,0,0
"784",1522_PO,1522_26027,"Orzeszkowej",,0,PO_784-03_4,901424,0,0
"784",1523_PO,1523_49689,"Orzeszkowej",,0,PO_784-03_4,902479,0,0
"784",1522_PO,1522_26028,"Prądnik Czerwony P+R",,1,PO_784-03_5,901425,0,0
"784",1523_PO,1523_49691,"Prądnik Czerwony P+R",,1,PO_784-03_5,902478,0,0
"784",1522_PO,1522_26029,"Orzeszkowej",,0,PO_784-03_6,901424,0,0
"784",1523_PO,1523_49693,"Orzeszkowej",,0,PO_784-03_6,902479,0,0
"784",1522_PO,1522_26030,"Prądnik Czerwony P+R",,1,PO_784-03_7,901425,0,0
"784",1523_PO,1523_49696,"Prądnik Czerwony P+R",,1,PO_784-03_7,902478,0,0
"784",1522_PO,1522_26031,"Orzeszkowej",,0,PO_784-03_8,901424,0,0
"784",1523_PO,1523_49697,"Orzeszkowej",,0,PO_784-03_8,902479,0,0
"784",1522_PO,1522_26032,"Prądnik Czerwony P+R",,1,PO_784-03_9,901425,0,0
"784",1523_PO,1523_49700,"Prądnik Czerwony P+R",,1,PO_784-03_9,902478,0,0
"784",1522_PO,1522_26033,"Orzeszkowej",,0,PO_784-03_10,901424,0,0
"784",1523_PO,1523_49702,"Orzeszkowej",,0,PO_784-03_10,902479,0,0
"784",1522_PO,1522_26034,"Prądnik Czerwony P+R",,1,PO_784-03_11,901425,0,0
"784",1523_PO,1523_49704,"Prądnik Czerwony P+R",,1,PO_784-03_11,902478,0,0
"784",1522_PO,1522_26035,"Orzeszkowej",,0,PO_784-03_12,901424,0,0
"784",1523_PO,1523_49705,"Orzeszkowej",,0,PO_784-03_12,902479,0,0
"784",1522_PO,1522_26036,"Prądnik Czerwony P+R",,1,PO_784-03_13,901425,0,0
"784",1523_PO,1523_49708,"Prądnik Czerwony P+R",,1,PO_784-03_13,902478,0,0
"784",1522_PO,1522_26037,"Orzeszkowej",,0,PO_784-03_14,901424,0,0
"784",1523_PO,1523_49710,"Orzeszkowej",,0,PO_784-03_14,902479,0,0
"784",1522_PO,1522_26038,"Prądnik Czerwony P+R",,1,PO_784-03_15,901425,0,0
"784",1523_PO,1523_49712,"Prądnik Czerwony P+R",,1,PO_784-03_15,902478,0,0
"784",1522_PO,1522_26039,"Orzeszkowej",,0,PO_784-03_16,901424,0,0
"784",1523_PO,1523_49714,"Orzeszkowej",,0,PO_784-03_16,902479,0,0
"784",1522_PO,1522_26040,"Prądnik Czerwony P+R",,1,PO_784-03_17,901425,0,0
"784",1523_PO,1523_49717,"Prądnik Czerwony P+R",,1,PO_784-03_17,902478,0,0
"784",1522_PO,1522_26041,"Orzeszkowej",,0,PO_784-03_18,901424,0,0
"784",1523_PO,1523_49719,"Orzeszkowej",,0,PO_784-03_18,902479,0,0
"784",1522_PO,1522_26042,"Prądnik Czerwony P+R",,1,PO_784-03_19,901425,0,0
"784",1523_PO,1523_49721,"Prądnik Czerwony P+R",,1,PO_784-03_19,902478,0,0
"784",1522_PO,1522_26043,"Orzeszkowej",,0,PO_784-03_20,901424,0,0
"784",1523_PO,1523_49722,"Orzeszkowej",,0,PO_784-03_20,902479,0,0
"784",1522_PO,1522_26044,"Prądnik Czerwony P+R",,1,PO_784-03_21,901425,0,0
"784",1523_PO,1523_49724,"Prądnik Czerwony P+R",,1,PO_784-03_21,902478,0,0
"784",1522_PO,1522_26045,"Orzeszkowej",,0,PO_784-03_22,901424,0,0
"784",1523_PO,1523_49725,"Orzeszkowej",,0,PO_784-03_22,902479,0,0
"784",1522_PO,1522_26046,"Prądnik Czerwony P+R",,1,PO_784-03_23,901425,0,0
"784",1523_PO,1523_49728,"Prądnik Czerwony P+R",,1,PO_784-03_23,902478,0,0
"784",1522_PO,1522_26047,"Orzeszkowej",,0,PO_784-03_24,901424,0,0
"784",1523_PO,1523_49729,"Orzeszkowej",,0,PO_784-03_24,902479,0,0
"784",1522_PO,1522_26048,"Prądnik Czerwony P+R",,1,PO_784-03_25,901425,0,0
"784",1523_PO,1523_49732,"Prądnik Czerwony P+R",,1,PO_784-03_25,902478,0,0
"784",1522_PO,1522_26051,"Orzeszkowej",,0,PO_784-04_2,901424,0,0
"784",1523_PO,1523_49353,"Orzeszkowej",,0,PO_784-04_2,902479,0,0
"784",1522_PO,1522_26052,"Prądnik Czerwony P+R",,1,PO_784-04_3,901425,0,0
"784",1523_PO,1523_49354,"Prądnik Czerwony P+R",,1,PO_784-04_3,902478,0,0
"784",1522_PO,1522_26053,"Orzeszkowej",,0,PO_784-04_4,901424,0,0
"784",1523_PO,1523_49355,"Orzeszkowej",,0,PO_784-04_4,902479,0,0
"784",1522_PO,1522_26054,"Prądnik Czerwony P+R",,1,PO_784-04_5,901425,0,0
"784",1523_PO,1523_49356,"Prądnik Czerwony P+R",,1,PO_784-04_5,902478,0,0
"784",1522_PO,1522_26055,"Orzeszkowej",,0,PO_784-04_6,901424,0,0
"784",1523_PO,1523_49357,"Orzeszkowej",,0,PO_784-04_6,902479,0,0
"784",1522_PO,1522_26056,"Prądnik Czerwony P+R",,1,PO_784-04_7,901425,0,0
"784",1523_PO,1523_49358,"Prądnik Czerwony P+R",,1,PO_784-04_7,902478,0,0
"784",1522_PO,1522_26059,"Orzeszkowej",,0,PO_784-04_10,901424,0,0
"784",1523_PO,1523_49361,"Orzeszkowej",,0,PO_784-04_10,902479,0,0
"784",1522_PO,1522_26060,"Prądnik Czerwony P+R",,1,PO_784-04_11,901425,0,0
"784",1523_PO,1523_49362,"Prądnik Czerwony P+R",,1,PO_784-04_11,902478,0,0
"784",1522_PO,1522_26061,"Orzeszkowej",,0,PO_784-04_12,901424,0,0
"784",1523_PO,1523_49363,"Orzeszkowej",,0,PO_784-04_12,902479,0,0
"784",1522_PO,1522_26062,"Prądnik Czerwony P+R",,1,PO_784-04_13,901425,0,0
"784",1523_PO,1523_49364,"Prądnik Czerwony P+R",,1,PO_784-04_13,902478,0,0
"784",1522_PO,1522_26063,"Orzeszkowej",,0,PO_784-04_14,901424,0,0
"784",1523_PO,1523_49365,"Orzeszkowej",,0,PO_784-04_14,902479,0,0
"784",1522_PO,1522_26064,"Prądnik Czerwony P+R",,1,PO_784-04_15,901425,0,0
"784",1523_PO,1523_49366,"Prądnik Czerwony P+R",,1,PO_784-04_15,902478,0,0
"784",1522_PO,1522_25904,"Orzeszkowej",,0,PO_784-05_2,901424,0,0
"784",1523_PO,1523_49369,"Orzeszkowej",,0,PO_784-05_2,902479,0,0
"784",1522_PO,1522_25905,"Prądnik Czerwony P+R",,1,PO_784-05_3,901425,0,0
"784",1523_PO,1523_49370,"Prądnik Czerwony P+R",,1,PO_784-05_3,902478,0,0
"784",1522_PO,1522_25906,"Orzeszkowej",,0,PO_784-05_4,901424,0,0
"784",1523_PO,1523_49371,"Orzeszkowej",,0,PO_784-05_4,902479,0,0
"784",1522_PO,1522_25907,"Prądnik Czerwony P+R",,1,PO_784-05_5,901425,0,0
"784",1523_PO,1523_49374,"Prądnik Czerwony P+R",,1,PO_784-05_5,902478,0,0
"784",1522_PO,1522_25908,"Orzeszkowej",,0,PO_784-05_6,901424,0,0
"784",1523_PO,1523_49375,"Orzeszkowej",,0,PO_784-05_6,902479,0,0
"784",1522_PO,1522_25909,"Prądnik Czerwony P+R",,1,PO_784-05_7,901425,0,0
"784",1523_PO,1523_49377,"Prądnik Czerwony P+R",,1,PO_784-05_7,902478,0,0
"784",1522_PO,1522_25910,"Orzeszkowej",,0,PO_784-05_8,901424,0,0
"784",1523_PO,1523_49380,"Orzeszkowej",,0,PO_784-05_8,902479,0,0
"784",1522_PO,1522_25911,"Prądnik Czerwony P+R",,1,PO_784-05_9,901425,0,0
"784",1523_PO,1523_49382,"Prądnik Czerwony P+R",,1,PO_784-05_9,902478,0,0
"784",1522_PO,1522_25912,"Orzeszkowej",,0,PO_784-05_10,901424,0,0
"784",1523_PO,1523_49384,"Orzeszkowej",,0,PO_784-05_10,902479,0,0
"784",1522_PO,1522_25913,"Prądnik Czerwony P+R",,1,PO_784-05_11,901425,0,0
"784",1523_PO,1523_49387,"Prądnik Czerwony P+R",,1,PO_784-05_11,902478,0,0
"784",1522_PO,1522_25914,"Orzeszkowej",,0,PO_784-05_12,901424,0,0
"784",1523_PO,1523_49454,"Orzeszkowej",,0,PO_784-05_12,902479,0,0
"784",1522_PO,1522_25915,"Prądnik Czerwony P+R",,1,PO_784-05_13,901425,0,0
"784",1523_PO,1523_49455,"Prądnik Czerwony P+R",,1,PO_784-05_13,902478,0,0
"784",1522_PO,1522_25916,"Orzeszkowej",,0,PO_784-05_14,901424,0,0
"784",1523_PO,1523_49456,"Orzeszkowej",,0,PO_784-05_14,902479,0,0
"784",1522_PO,1522_25917,"Prądnik Czerwony P+R",,1,PO_784-05_15,901425,0,0
"784",1523_PO,1523_49457,"Prądnik Czerwony P+R",,1,PO_784-05_15,902478,0,0
"784",1522_PO,1522_25918,"Orzeszkowej",,0,PO_784-05_16,901424,0,0
"784",1523_PO,1523_49458,"Orzeszkowej",,0,PO_784-05_16,902479,0,0
"784",1522_PO,1522_25919,"Prądnik Czerwony P+R",,1,PO_784-05_17,901425,0,0
"784",1523_PO,1523_49459,"Prądnik Czerwony P+R",,1,PO_784-05_17,902478,0,0
"784",1522_PO,1522_25920,"Orzeszkowej",,0,PO_784-05_18,901424,0,0
"784",1523_PO,1523_49460,"Orzeszkowej",,0,PO_784-05_18,902479,0,0
"784",1522_PO,1522_25921,"Prądnik Czerwony P+R",,1,PO_784-05_19,901425,0,0
"784",1523_PO,1523_49461,"Prądnik Czerwony P+R",,1,PO_784-05_19,902478,0,0
"784",1522_PO,1522_25922,"Orzeszkowej",,0,PO_784-05_20,901424,0,0
"784",1523_PO,1523_49462,"Orzeszkowej",,0,PO_784-05_20,902479,0,0
"784",1522_PO,1522_25923,"Prądnik Czerwony P+R",,1,PO_784-05_21,901425,0,0
"784",1523_PO,1523_49463,"Prądnik Czerwony P+R",,1,PO_784-05_21,902478,0,0
"784",1522_PO,1522_25924,"Orzeszkowej",,0,PO_784-05_22,901424,0,0
"784",1523_PO,1523_49465,"Orzeszkowej",,0,PO_784-05_22,902479,0,0
"784",1522_PO,1522_25925,"Prądnik Czerwony P+R",,1,PO_784-05_23,901425,0,0
"784",1523_PO,1523_49468,"Prądnik Czerwony P+R",,1,PO_784-05_23,902478,0,0
"784",1522_PO,1522_25928,"Orzeszkowej",,0,PO_784-06_2,901424,0,0
"784",1523_PO,1523_49475,"Orzeszkowej",,0,PO_784-06_2,902479,0,0
"784",1522_PO,1522_25929,"Prądnik Czerwony P+R",,1,PO_784-06_3,901425,0,0
"784",1523_PO,1523_49477,"Prądnik Czerwony P+R",,1,PO_784-06_3,902478,0,0
"784",1522_PO,1522_25930,"Orzeszkowej",,0,PO_784-06_4,901424,0,0
"784",1523_PO,1523_49478,"Orzeszkowej",,0,PO_784-06_4,902479,0,0
"784",1522_PO,1522_25931,"Prądnik Czerwony P+R",,1,PO_784-06_5,901425,0,0
"784",1523_PO,1523_49480,"Prądnik Czerwony P+R",,1,PO_784-06_5,902478,0,0
"784",1522_PO,1522_25932,"Orzeszkowej",,0,PO_784-06_6,901424,0,0
"784",1523_PO,1523_49483,"Orzeszkowej",,0,PO_784-06_6,902479,0,0
"784",1522_PO,1522_25933,"Prądnik Czerwony P+R",,1,PO_784-06_7,901425,0,0
"784",1523_PO,1523_49485,"Prądnik Czerwony P+R",,1,PO_784-06_7,902478,0,0
"784",1522_PO,1522_25934,"Orzeszkowej",,0,PO_784-06_8,901424,0,0
"784",1523_PO,1523_49487,"Orzeszkowej",,0,PO_784-06_8,902479,0,0
"784",1522_PO,1522_25935,"Prądnik Czerwony P+R",,1,PO_784-06_9,901425,0,0
"784",1523_PO,1523_49489,"Prądnik Czerwony P+R",,1,PO_784-06_9,902478,0,0
"784",1522_PO,1522_25936,"Orzeszkowej",,0,PO_784-06_10,901424,0,0
"784",1523_PO,1523_49491,"Orzeszkowej",,0,PO_784-06_10,902479,0,0
"784",1522_PO,1522_25937,"Prądnik Czerwony P+R",,1,PO_784-06_11,901425,0,0
"784",1523_PO,1523_49492,"Prądnik Czerwony P+R",,1,PO_784-06_11,902478,0,0
"784",1522_PO,1522_25938,"Orzeszkowej",,0,PO_784-06_12,901424,0,0
"784",1523_PO,1523_49494,"Orzeszkowej",,0,PO_784-06_12,902479,0,0
"784",1522_PO,1522_25939,"Prądnik Czerwony P+R",,1,PO_784-06_13,901425,0,0
"784",1523_PO,1523_49496,"Prądnik Czerwony P+R",,1,PO_784-06_13,902478,0,0
"784",1522_PO,1522_25940,"Orzeszkowej",,0,PO_784-06_14,901424,0,0
"784",1523_PO,1523_49498,"Orzeszkowej",,0,PO_784-06_14,902479,0,0
"784",1522_PO,1522_25941,"Prądnik Czerwony P+R",,1,PO_784-06_15,901425,0,0
"784",1523_PO,1523_49501,"Prądnik Czerwony P+R",,1,PO_784-06_15,902478,0,0
"784",1522_PO,1522_25942,"Orzeszkowej",,0,PO_784-06_16,901424,0,0
"784",1523_PO,1523_49502,"Orzeszkowej",,0,PO_784-06_16,902479,0,0
"784",1522_PO,1522_25943,"Prądnik Czerwony P+R",,1,PO_784-06_17,901425,0,0
"784",1523_PO,1523_49505,"Prądnik Czerwony P+R",,1,PO_784-06_17,902478,0,0
"784",1522_PO,1522_25944,"Orzeszkowej",,0,PO_784-06_18,901424,0,0
"784",1523_PO,1523_49507,"Orzeszkowej",,0,PO_784-06_18,902479,0,0
"784",1522_PO,1522_25945,"Prądnik Czerwony P+R",,1,PO_784-06_19,901425,0,0
"784",1523_PO,1523_49509,"Prądnik Czerwony P+R",,1,PO_784-06_19,902478,0,0
"784",1522_PO,1522_25946,"Orzeszkowej",,0,PO_784-06_20,901424,0,0
"784",1523_PO,1523_49512,"Orzeszkowej",,0,PO_784-06_20,902479,0,0
"784",1522_PO,1522_25947,"Prądnik Czerwony P+R",,1,PO_784-06_21,901425,0,0
"784",1523_PO,1523_49514,"Prądnik Czerwony P+R",,1,PO_784-06_21,902478,0,0
"784",1522_PO,1522_25948,"Orzeszkowej",,0,PO_784-06_22,901424,0,0
"784",1523_PO,1523_49515,"Orzeszkowej",,0,PO_784-06_22,902479,0,0
"784",1522_PO,1522_25949,"Prądnik Czerwony P+R",,1,PO_784-06_23,901425,0,0
"784",1523_PO,1523_49517,"Prądnik Czerwony P+R",,1,PO_784-06_23,902478,0,0
"784",1522_PO,1522_25950,"Orzeszkowej",,0,PO_784-06_24,901424,0,0
"784",1523_PO,1523_49518,"Orzeszkowej",,0,PO_784-06_24,902479,0,0
"784",1522_PO,1522_25951,"Prądnik Czerwony P+R",,1,PO_784-06_25,901425,0,0
"784",1523_PO,1523_49520,"Prądnik Czerwony P+R",,1,PO_784-06_25,902478,0,0
"101",1522_SO,1522_15176,"Kopiec Kościuszki",,0,SO_101-01_2,901245,0,0
"101",1523_SO,1523_7477,"Kopiec Kościuszki",,0,SO_101-01_2,903079,0,0
"100",1522_SO,1522_15178,"Plac Na Stawach",,1,SO_101-01_3,901047,0,0
"100",1523_SO,1523_7481,"Plac Na Stawach",,1,SO_101-01_3,902997,0,0
"100",1522_SO,1522_15181,"Kopiec Kościuszki",,0,SO_101-01_4,901046,0,0
"100",1523_SO,1523_7485,"Kopiec Kościuszki",,0,SO_101-01_4,902996,0,0
"101",1522_SO,1522_15183,"Os. Podwawelskie",,1,SO_101-01_5,901246,0,0
"101",1523_SO,1523_7489,"Os. Podwawelskie",,1,SO_101-01_5,903078,0,0
"101",1522_SO,1522_15185,"Kopiec Kościuszki",,0,SO_101-01_6,901245,0,0
"101",1523_SO,1523_7493,"Kopiec Kościuszki",,0,SO_101-01_6,903079,0,0
"100",1522_SO,1522_15187,"Plac Na Stawach",,1,SO_101-01_7,901047,0,0
"100",1523_SO,1523_7497,"Plac Na Stawach",,1,SO_101-01_7,902997,0,0
"100",1522_SO,1522_15188,"Kopiec Kościuszki",,0,SO_101-01_8,901046,0,0
"100",1523_SO,1523_7501,"Kopiec Kościuszki",,0,SO_101-01_8,902996,0,0
"101",1522_SO,1522_15190,"Os. Podwawelskie",,1,SO_101-01_9,901246,0,0
"101",1523_SO,1523_7505,"Os. Podwawelskie",,1,SO_101-01_9,903078,0,0
"101",1522_SO,1522_15192,"Kopiec Kościuszki",,0,SO_101-01_10,901245,0,0
"101",1523_SO,1523_7509,"Kopiec Kościuszki",,0,SO_101-01_10,903079,0,0
"100",1522_SO,1522_15194,"Plac Na Stawach",,1,SO_101-01_11,901047,0,0
"100",1523_SO,1523_7513,"Plac Na Stawach",,1,SO_101-01_11,902997,0,0
"100",1522_SO,1522_15196,"Kopiec Kościuszki",,0,SO_101-01_12,901046,0,0
"100",1523_SO,1523_7517,"Kopiec Kościuszki",,0,SO_101-01_12,902996,0,0
"101",1522_SO,1522_15198,"Os. Podwawelskie",,1,SO_101-01_13,901246,0,0
"101",1523_SO,1523_7521,"Os. Podwawelskie",,1,SO_101-01_13,903078,0,0
"101",1522_SO,1522_15199,"Kopiec Kościuszki",,0,SO_101-01_14,901245,0,0
"101",1523_SO,1523_7525,"Kopiec Kościuszki",,0,SO_101-01_14,903079,0,0
"100",1522_SO,1522_15201,"Plac Na Stawach",,1,SO_101-01_15,901047,0,0
"100",1523_SO,1523_7532,"Plac Na Stawach",,1,SO_101-01_15,902997,0,0
"100",1522_SO,1522_15203,"Kopiec Kościuszki",,0,SO_101-01_16,901046,0,0
"100",1523_SO,1523_7534,"Kopiec Kościuszki",,0,SO_101-01_16,902996,0,0
"101",1522_SO,1522_15205,"Os. Podwawelskie",,1,SO_101-01_17,901246,0,0
"101",1523_SO,1523_7539,"Os. Podwawelskie",,1,SO_101-01_17,903078,0,0
"101",1522_SO,1522_15207,"Kopiec Kościuszki",,0,SO_101-01_18,901245,0,0
"101",1523_SO,1523_7544,"Kopiec Kościuszki",,0,SO_101-01_18,903079,0,0
"100",1522_SO,1522_15209,"Plac Na Stawach",,1,SO_101-01_19,901047,0,0
"100",1523_SO,1523_7548,"Plac Na Stawach",,1,SO_101-01_19,902997,0,0
"100",1522_SO,1522_15211,"Kopiec Kościuszki",,0,SO_101-01_20,901046,0,0
"100",1523_SO,1523_7551,"Kopiec Kościuszki",,0,SO_101-01_20,902996,0,0
"101",1522_SO,1522_15213,"Os. Podwawelskie",,1,SO_101-01_21,901246,0,0
"101",1523_SO,1523_7556,"Os. Podwawelskie",,1,SO_101-01_21,903078,0,0
"101",1522_SO,1522_15215,"Kopiec Kościuszki",,0,SO_101-01_22,901245,0,0
"101",1523_SO,1523_7560,"Kopiec Kościuszki",,0,SO_101-01_22,903079,0,0
"100",1522_SO,1522_15217,"Plac Na Stawach",,1,SO_101-01_23,901047,0,0
"100",1523_SO,1523_7564,"Plac Na Stawach",,1,SO_101-01_23,902997,0,0
"100",1522_SO,1522_15219,"Kopiec Kościuszki",,0,SO_101-01_24,901046,0,0
"100",1523_SO,1523_7568,"Kopiec Kościuszki",,0,SO_101-01_24,902996,0,0
"101",1522_SO,1522_15222,"Os. Podwawelskie",,1,SO_101-01_25,901246,0,0
"101",1523_SO,1523_7571,"Os. Podwawelskie",,1,SO_101-01_25,903078,0,0
"101",1522_SO,1522_15224,"Kopiec Kościuszki",,0,SO_101-01_26,901245,0,0
"101",1523_SO,1523_7575,"Kopiec Kościuszki",,0,SO_101-01_26,903079,0,0
"100",1522_SO,1522_15226,"Plac Na Stawach",,1,SO_101-01_27,901047,0,0
"100",1523_SO,1523_7579,"Plac Na Stawach",,1,SO_101-01_27,902997,0,0
"100",1522_SO,1522_15228,"Kopiec Kościuszki",,0,SO_101-01_28,901046,0,0
"100",1523_SO,1523_7583,"Kopiec Kościuszki",,0,SO_101-01_28,902996,0,0
"101",1522_SO,1522_15229,"Os. Podwawelskie",,1,SO_101-01_29,901246,0,0
"101",1523_SO,1523_7587,"Os. Podwawelskie",,1,SO_101-01_29,903078,0,0
"101",1522_SO,1522_15231,"Kopiec Kościuszki",,0,SO_101-01_30,901245,0,0
"101",1523_SO,1523_7592,"Kopiec Kościuszki",,0,SO_101-01_30,903079,0,0
"100",1522_SO,1522_15233,"Plac Na Stawach",,1,SO_101-01_31,901047,0,0
"100",1523_SO,1523_7596,"Plac Na Stawach",,1,SO_101-01_31,902997,0,0
"100",1522_SO,1522_15235,"Kopiec Kościuszki",,0,SO_101-01_32,901046,0,0
"100",1523_SO,1523_7601,"Kopiec Kościuszki",,0,SO_101-01_32,902996,0,0
"101",1522_SO,1522_15237,"Os. Podwawelskie",,1,SO_101-01_33,901246,0,0
"101",1523_SO,1523_7605,"Os. Podwawelskie",,1,SO_101-01_33,903078,0,0
"101",1522_SO,1522_15239,"Kopiec Kościuszki",,0,SO_101-01_34,901245,0,0
"101",1523_SO,1523_7609,"Kopiec Kościuszki",,0,SO_101-01_34,903079,0,0
"100",1522_SO,1522_15241,"Plac Na Stawach",,1,SO_101-01_35,901047,0,0
"100",1523_SO,1523_7613,"Plac Na Stawach",,1,SO_101-01_35,902997,0,0
"100",1522_SO,1522_15243,"Kopiec Kościuszki",,0,SO_101-01_36,901046,0,0
"100",1523_SO,1523_7617,"Kopiec Kościuszki",,0,SO_101-01_36,902996,0,0
"101",1522_SO,1522_15245,"Os. Podwawelskie",,1,SO_101-01_37,901246,0,0
"101",1523_SO,1523_7621,"Os. Podwawelskie",,1,SO_101-01_37,903078,0,0
"101",1522_SO,1522_15247,"Kopiec Kościuszki",,0,SO_101-01_38,901245,0,0
"101",1523_SO,1523_7625,"Kopiec Kościuszki",,0,SO_101-01_38,903079,0,0
"100",1522_SO,1522_15248,"Plac Na Stawach",,1,SO_101-01_39,901047,0,0
"100",1523_SO,1523_7629,"Plac Na Stawach",,1,SO_101-01_39,902997,0,0
"100",1522_SO,1522_15250,"Kopiec Kościuszki",,0,SO_101-01_40,901046,0,0
"100",1523_SO,1523_7631,"Kopiec Kościuszki",,0,SO_101-01_40,902996,0,0
"101",1522_SO,1522_15252,"Os. Podwawelskie",,1,SO_101-01_41,901246,0,0
"101",1523_SO,1523_7636,"Os. Podwawelskie",,1,SO_101-01_41,903078,0,0
"101",1522_SO,1522_15254,"Kopiec Kościuszki",,0,SO_101-01_42,901245,0,0
"101",1523_SO,1523_7641,"Kopiec Kościuszki",,0,SO_101-01_42,903079,0,0
"100",1522_SO,1522_15256,"Plac Na Stawach",,1,SO_101-01_43,901047,0,0
"100",1523_SO,1523_7642,"Plac Na Stawach",,1,SO_101-01_43,902997,0,0
"100",1522_SO,1522_15258,"Kopiec Kościuszki",,0,SO_101-01_44,901046,0,0
"100",1523_SO,1523_7646,"Kopiec Kościuszki",,0,SO_101-01_44,902996,0,0
"101",1522_SO,1522_15260,"Os. Podwawelskie",,1,SO_101-01_45,901246,0,0
"101",1523_SO,1523_7651,"Os. Podwawelskie",,1,SO_101-01_45,903078,0,0
"101",1522_SO,1522_15263,"Kopiec Kościuszki",,0,SO_101-01_46,901245,0,0
"101",1523_SO,1523_7656,"Kopiec Kościuszki",,0,SO_101-01_46,903079,0,0
"100",1522_SO,1522_15265,"Plac Na Stawach",,1,SO_101-01_47,901047,0,0
"100",1523_SO,1523_7660,"Plac Na Stawach",,1,SO_101-01_47,902997,0,0
"100",1522_SO,1522_15267,"Kopiec Kościuszki",,0,SO_101-01_48,901046,0,0
"100",1523_SO,1523_7664,"Kopiec Kościuszki",,0,SO_101-01_48,902996,0,0
"101",1522_SO,1522_15269,"Os. Podwawelskie",,1,SO_101-01_49,901246,0,0
"101",1523_SO,1523_7668,"Os. Podwawelskie",,1,SO_101-01_49,903078,0,0
"101",1522_SO,1522_15271,"Kopiec Kościuszki",,0,SO_101-01_50,901245,0,0
"101",1523_SO,1523_7671,"Kopiec Kościuszki",,0,SO_101-01_50,903079,0,0
"100",1522_SO,1522_15273,"Plac Na Stawach",,1,SO_101-01_51,901047,0,0
"100",1523_SO,1523_7674,"Plac Na Stawach",,1,SO_101-01_51,902997,0,0
"100",1522_SO,1522_15275,"Kopiec Kościuszki",,0,SO_101-01_52,901046,0,0
"100",1523_SO,1523_7678,"Kopiec Kościuszki",,0,SO_101-01_52,902996,0,0
